Course #,Course Title,Course Path,Direct Link
800310,Health 2-Personal Health,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800320,First Aid and Safety,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800330,Personal; Social; and Family Relationships,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800350,Adolescent Health Problems,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800360,Health Explorations Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800370,Parenting 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800380,Parenting 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800390,Health for Expectant Parents,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800990,Health Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008020,Health - Kindergarten,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008030,Health - Grade 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008040,Health - Grade 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008050,Health - Grade 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008060,Health - Grade 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
5008070,Health - Grade 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades PreK to 5 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
1508000,M/J Fitness - Grade 6,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Physical Education > SubSubject: General >,Click Here
2100010,M/J United States History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100015,M/J United States History & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100020,M/J United States History Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100025,M/J United States History Advanced & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100030,M/J Florida History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2103010,M/J World Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103015,M/J World Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103016,M/J World Geography & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103020,M/J World Geography; Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103025,M/J World Geography; Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103026,M/J World Geography; Advanced and Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103030,M/J Geography: Asia; Oceania; Africa,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103040,M/J Geography: Europe and The Americas,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103042,M/J Geography: Europe and The Americas & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103050,M/J Florida: Challenges and Choices,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2104000,M/J Social Studies,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2105020,M/J World Cultures,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Multicultural Studies >,Click Here
2105025,M/J World Cultures & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Multicultural Studies >,Click Here
2105030,M/J Advanced World Cultures,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Multicultural Studies >,Click Here
2106010,M/J Civics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106015,M/J Civics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106016,M/J Civics & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106020,M/J Civics; Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106025,M/J Civics; Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106026,M/J Civics; Advanced & Career Planning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106030,M/J Law Studies,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2109010,M/J World History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2109020,M/J World History; Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2100220,M/J Social Studies Transfer,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2101300,Anthropology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Anthropology >,Click Here
2101800,International Baccalaureate Social Anthropology 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Anthropology >,Click Here
2101810,International Baccalaureate Social Anthropology 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Anthropology >,Click Here
2120710,Anthropology Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Anthropology >,Click Here
2102310,Economics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2104010,M/J Engaged Citizenship through Service Learning 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104020,M/J Engaged Citizenship through Service Learning 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2106029,M/J Civics and Digital Technologies,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106810,International Baccalaureate World Politics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106820,International Baccalaureate World Politics 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106830,Political Thought 1 International Baccalaureate,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2100315,United States History for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2102315,Economics for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102335,Economics with Financial Literacy,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102340,Economics with Financial Literacy for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102345,Economics with Financial Literacy Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2106315,United States Government for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2104820,International Baccalaureate Peace and Conflict Studies 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104830,International Baccalaureate Peace and Conflict Studies 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2109315,World History for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2102830,International Baccalaureate Economics 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2103415,AICE Geography 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103430,International Baccalaureate Geography 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103810,International Baccalaureate Mid Yrs Prog World Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103805,International Baccalaureate Geography 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2104800,International Baccalaureate Human Rights 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104810,International Baccalaureate Human Rights 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2106840,International Baccalaureate Political Thought 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2107370,AICE Psychology 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Psychology >,Click Here
2107820,International Baccalaureate Psychology 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Psychology >,Click Here
2108305,Pre-AICE Sociology IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Sociology >,Click Here
2108320,AICE Sociology 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Sociology >,Click Here
2002055,M/J Comprehensive Science 1 Accelerated Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Science > SubSubject: General Sciences >,Click Here
2002085,M/J Comprehensive Science 2 Accelerated Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Science > SubSubject: General Sciences >,Click Here
2109830,International Baccalaureate Mid Yrs Prog World History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2000030,M/J International Baccalaureate MYP Life Science,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2000050,M/J International Baccalaureate MYP Biology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2001030,M/J International Baccalaureate MYP Earth/Space Science,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Science > SubSubject: Earth/Space Sciences >,Click Here
2105355,Philosophy Honors: Ethics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Philosophy and Religion >,Click Here
502390,Pre-AICE Accounting IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Experiential Education > SubSubject: General >,Click Here
2000315,Biology 1 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2000500,Bioscience 1 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2000510,Bioscience 2 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2000520,Bioscience 3 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
2002405,Integrated Science 1 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2002425,Integrated Science 2 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2002445,Integrated Science 3 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
2003345,Chemistry 1 for Credit Recovery,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Chemistry >,Click Here
1009380,CLEP College Composition,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
1009381,CLEP College Composition Modular,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
1200325,CLEP College Algebra,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
1200701,CLEP College Mathematics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
1202301,CLEP Calculus,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
1202341,CLEP Precalculus,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2000325,CLEP Biology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2002375,CLEP Natural Sciences,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2003376,CLEP Chemistry,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2100325,CLEP History of the United States 1: Early Colonizations to 1877,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2100326,CLEP History of the United States 2: 1865 to Present,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2100550,CLEP Western Civilization 1: Ancient Near East to 1648,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2100551,CLEP Western Civilization 2: 1648 to Present,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2102355,CLEP Principles of Macroeconomics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2102356,CLEP Principles of Microeconomics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2106325,CLEP American Government,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2107380,CLEP Introductory Psychology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2107381,CLEP Introduction to Educational Psychology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2108330,CLEP Introductory Sociology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
2108331,CLEP Social Sciences & History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: CLEP Credits via CAP > SubSubject: CLEP Exams >,Click Here
200985,Information Technology Competency Examination,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
704100,M/J Hebrew Beginning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Hebrew >,Click Here
704110,M/J Hebrew Intermediate,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Hebrew >,Click Here
704120,M/J Hebrew Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Hebrew >,Click Here
713000,M/J Portuguese Beginning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Portuguese >,Click Here
713010,M/J Portuguese Intermediate,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Portuguese >,Click Here
713020,M/J Portuguese Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Portuguese >,Click Here
2106805,International Baccalaureate MYP United States Government,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106850,International Baccalaureate Global Politics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106855,International Baccalaureate Global Politics 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
2106860,International Baccalaureate Global Politics 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Political Sciences >,Click Here
1001816,International Baccalaureate English Literature 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
1001818,International Baccalaureate English Literature 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
2100345,Great Men and Women of Color Who Shaped World History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2104310,Examining the African American Experience in the 20th Century,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104315,Exploring Hip Hop as Literature,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
1200386,Pre-Advanced Placement Algebra 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Mathematics > SubSubject: Algebra >,Click Here
108400,AICE Digital Media and Design 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
108410,AICE Digital Media and Design 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Digital Arts >,Click Here
1009400,AICE English General Paper 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: Writing >,Click Here
2001835,International Baccalaureate Sports Exercise Science 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
1001415,Pre-Advanced Placement English 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: English >,Click Here
2109415,Pre-Advanced Placement World History and Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2000335,Pre-Advanced Placement Biology,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Biological Sciences >,Click Here
3028300,International Baccalaureate Food Science and Technology 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
3028310,International Baccalaureate Food Science and Technology 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Science > SubSubject: Integrated Sciences >,Click Here
707100,M/J Russian Beginning,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Russian >,Click Here
707110,M/J Russian Intermediate,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Russian >,Click Here
707120,M/J Russian Advanced,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: World Languages > SubSubject: Russian >,Click Here
1700200,M/J Global Perspectives 1 Cambridge Lower Secondary,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Research and Critical Thinking > SubSubject: General >,Click Here
1700210,M/J Global Perspectives 2 Cambridge Lower Secondary,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Research and Critical Thinking > SubSubject: General >,Click Here
1700220,M/J Global Perspectives 3 Cambridge Lower Secondary,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Research and Critical Thinking > SubSubject: General >,Click Here
300700,Pre-Advanced Placement Dance,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Dance > SubSubject: General >,Click Here
400750,Pre-Advanced Placement Drama,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Drama - Theatre Arts > SubSubject: General >,Click Here
1300320,Pre-Advanced Placement Music,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Music Education > SubSubject: General Music >,Click Here
114900,Pre-Advanced Placement Visual Arts,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Art - Visual Arts > SubSubject: Research / Studio / Theory >,Click Here
800100,M/J International Baccalaureate MYP Physical & Health Education 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800105,M/J International Baccalaureate MYP Physical & Health Education 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
800110,M/J International Baccalaureate MYP Physical & Health Education 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Health Education > SubSubject: General >,Click Here
